claim,image_path
Study finds that social isolation is as harmful to health as smoking 15 cigarettes per day.,
Report shows that climate migration will displace 1 billion people by 2050.,
Scientists find that air pollution disproportionately affects minority communities by 60%.,
New study shows that countries with stronger unions have lower income inequality.,
Researchers find that parental paid leave reduces childhood poverty rates by 30%.,
Global survey reveals 60% of youth believe democracy is declining in their country.,
Study shows that corporate stock buybacks reduce R&D spending by an equivalent amount.,
New research finds that proximity to green space reduces depression rates by 20%.,
Researchers show that algorithmic pricing increases consumer costs by an average of 10%.,
Study finds that mass incarceration costs the US economy $1.2 trillion annually.,
Report shows that maternal mortality rates are 3x higher in rural than urban areas.,
New study finds that child marriage reduces lifetime earnings by 9% of GDP in affected nations.,
Researchers find that language immersion programs outperform bilingual education.,
Global report shows that gender pay gap has narrowed to 12% in OECD nations.,
Study reveals that aging populations will cut GDP growth by 1.5% annually in G7 by 2040.,generated_images/event_799.jpg
New economic model shows circular economy could save $4.5 trillion globally by 2030.,
Researchers find that microfinance reduces poverty more effectively than aid grants.,
Study shows that minimum wage increases do not significantly increase unemployment.,
Report reveals that data brokers sell personal health records without user consent.,
New study links childhood adversity to telomere shortening by 15% in adulthood.,
Researchers find that urban farming reduces food insecurity in low-income neighborhoods.,
Study shows that student debt forgiveness would increase GDP by 100 billion annually.,
New analysis shows that global arms spending reached a record $2.5 trillion in 2024.,
Researchers find that dietary iron deficiency reduces academic performance by 20%.,
Study shows that community solar programs reduce energy poverty in rural areas by 50%.,
Report finds that 50% of global fish stocks are over-exploited beyond sustainable levels.,
Scientists find that burnout costs the global economy $250 billion annually.,
New study shows that urban tree cover reduces summer mortality by 40%.,
Researchers find that ethnic diversity in management teams increases company revenue by 19%.,
Study shows that global diabetes cases have quadrupled since 1980.,
Report reveals 40% of workers in gig economy have no retirement savings.,
New economic analysis shows universal healthcare reduces bankruptcy rates by 60%.,
"Researchers find that loneliness among elderly increases annual healthcare costs by $7,000 per person.",
Study shows that digital banking exclusion leaves 1.4 billion adults without financial services.,
Global study reveals that renewable energy now employs more people than fossil fuels.,
New research finds that contact sports increase dementia risk by 60% in retired athletes.,
Researchers show that food labeling regulations reduce obesity rates by 15%.,
Study finds that access to legal aid reduces conviction rates for innocent defendants by 50%.,
Report shows that global antibiotic use in livestock exceeds human use by factor of 4.,
Scientists find that chronic stress alters gene expression in offspring for two generations.,
New global nutrition report shows ultra-processed food now accounts for 60% of caloric intake.,
Researchers find that corporate social responsibility pledges rarely translate to measurable action.,
Study shows that financial literacy education reduces household debt by 25%.,generated_images/event_827.jpg
Report reveals that 70% of global charitable donations fail to reach intended recipients.,
New analysis shows that natural disaster costs doubled in the last decade to $300 billion per year.,
Researchers find that legalizing cannabis reduces opioid overdose deaths by 20%.,
Study shows that surveillance capitalism reduces consumer trust in digital services by 45%.,
Report finds that 80% of global cobalt comes from mines using child labor.,
Scientists find that chronic noise pollution reduces children's reading scores by 10%.,
New study shows that public transit investment reduces car use more than road pricing.,
Researchers find that teacher-student ratio below 15:1 significantly improves outcomes.,
Study shows that urban food forests produce as much nutrition per acre as farms.,
Report reveals that ocean shipping accounts for 3% of global CO2 emissions.,
Scientists find that social prescribing reduces GP visits by 30%.,
New analysis shows that retraining programs close automation-related job gaps within 2 years.,
Researchers find that media literacy curriculum reduces susceptibility to misinformation.,
Study shows that community land trusts maintain housing affordability across generations.,
Report reveals that 1% of the world's population owns 46% of global wealth.,
Scientists find that sleep deprivation costs the US economy $411 billion annually.,
New study shows that prison education programs reduce recidivism rates by 43%.,
Researchers find that proximity to highways increases autism risk in children by 25%.,
Study shows that meat consumption per capita in high-income countries fell 12% since 2015.,
Report finds that global maternal depression affects 1 in 5 new mothers worldwide.,
Scientists find that green architecture reduces occupant sick days by 30%.,
